Location,LocationHierarchy,audience_man,audience_woman,Frequency,%ven_audience_man,%ven_audience_woman,audience_adolecent,audience_young_adult,audience_middle_age,audience_elder,audience_adult,%ven_audience_adolecent,%ven_audience_young_adult,%ven_audience_adult,%ven_audience_middle_age,%ven_audience_elder,audience_locals_man,audience_locals_woman,%locals_audience_man,%locals_audience_woman,audience_locals_adolecent,audience_locals_young_adult,audience_locals_middle_age,audience_locals_elder,audience_locals_adult,%locals_audience_adolecent,%locals_audience_young_adult,%locals_audience_adult,%locals_audience_middle_age,%locals_audience_elder,audience_adolecent_man,audience_young_adult_man,audience_middle_age_man,audience_elder_man,audience_adult_man,audience_adolecent_woman,audience_young_adult_woman,audience_middle_age_woman,audience_elder_woman,audience_adult_woman,audience_home,audience_recent,%ven_audience_home,%ven_audience_recent,audience_locals_home,audience_locals_recent,%locals_audience_home,%locals_audience_recent,audience_home_man,audience_recent_man,audience_home_woman,audience_recent_woman,audience_iOS,audience_Android,audience_Other,%ven_audience_iOS,%ven_audience_Android,%ven_audience_Other,audience_iOS_man,audience_Android_man,audience_Other_man,audience_iOS_woman,audience_Android_woman,audience_Other_woman,audience_locals_iOS,audience_locals_Android,audience_locals_Other,%locals_audience_iOS,%locals_audience_Android,%locals_audience_Other,venezuelans,allmigrants,allpopulation,allnonmigrant,ven/migrants,ven/pop,100ven/migrants,100ven/pop,not_enough_data,%diff_audience_home,%diff_audience_recent,%diff_audience_man,%diff_audience_woman,%diff_audience_adolecent,%diff_audience_young_adult,%diff_audience_adult,%diff_audience_middle_age,%diff_audience_elder,%diff_audience_iOS,%diff_audience_Android,%diff_audience_Other,ramv_venezuelans,fb/ramv,display_audience_man,display_audience_woman,display_audience_adolecent,display_audience_young_adult,display_audience_middle_age,display_audience_elder,display_audience_adult,display_audience_locals_man,display_audience_locals_woman,display_audience_locals_adolecent,display_audience_locals_young_adult,display_audience_locals_middle_age,display_audience_locals_elder,display_audience_locals_adult,display_audience_adolecent_man,display_audience_young_adult_man,display_audience_middle_age_man,display_audience_elder_man,display_audience_adult_man,display_audience_adolecent_woman,display_audience_young_adult_woman,display_audience_middle_age_woman,display_audience_elder_woman,display_audience_adult_woman,display_audience_home,display_audience_recent,display_audience_locals_home,display_audience_locals_recent,display_audience_home_man,display_audience_recent_man,display_audience_home_woman,display_audience_recent_woman,display_audience_iOS,display_audience_Android,display_audience_Other,display_audience_iOS_man,display_audience_Android_man,display_audience_Other_man,display_audience_iOS_woman,display_audience_Android_woman,display_audience_Other_woman,display_audience_locals_iOS,display_audience_locals_Android,display_audience_locals_Other
"Cordoba, Colombia",State,3894.0,2741.0,Daily,58.69,41.31,878.0,2613.0,461.0,0.0,2357.0,13.92,41.42,37.36,7.31,0.0,171106.0,205925.0,45.38,54.62,51597.0,112295.0,67767.0,5819.0,138167.0,13.74,29.89,36.78,18.04,1.55,599.0,1160.0,570.0,0.0,1552.0,799.0,1348.0,333.0,0.0,886.0,5612.0,1835.0,75.36,24.64,358959.0,145346.0,71.18,28.82,3328.0,1272.0,2745.0,1088.0,498.0,4609.0,1898.0,7.11,65.8,27.09,0.0,2570.0,846.0,997.0,2243.0,973.0,13380.0,303066.0,67126.0,3.49,79.01,17.5,6433.0,14514.0,384458.0,382909.0,0.4432,0.0167,44.32,1.67,False,4.18,-4.18,13.31,-13.31,0.18,11.52,0.58,-10.73,-1.55,3.62,-13.22,9.59,6165.0,1.0434712084347122,3.8K,2.7K,878,2.6K,461,0,2.3K,171K,205K,51K,112K,67K,5.8K,138K,599,1.1K,570,0,1.5K,799,1.3K,333,0,886,5.6K,1.8K,358K,145K,3.3K,1.2K,2.7K,1.0K,498,4.6K,1.8K,0,2.5K,846,997,2.2K,973,13K,303K,67K
"Guaviare, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,17000.0,16000.0,51.52,48.48,6100.0,9800.0,5400.0,1000.0,11000.0,18.32,29.43,33.03,16.22,3.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,28000.0,15000.0,65.12,34.88,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22000.0,10000.0,3.03,66.67,30.3,1000.0,1300.0,35000.0,33000.0,0.7692,0.0286,76.92,2.86,True,-15.12,15.12,-1.52,1.52,1.68,-9.43,-13.03,3.78,17.0,30.3,-33.33,3.03,76.0,13.157894736842104,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,17K,16K,6.1K,9.8K,5.4K,1.0K,11K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,28K,15K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,22K,10K
"Guaviare, Colombia",State,997.0,0.0,Daily,100.0,0.0,0.0,997.0,997.0,0.0,997.0,0.0,33.33,33.33,33.33,0.0,8327.0,9240.0,47.4,52.6,2508.0,4815.0,2761.0,664.0,6421.0,14.61,28.04,37.4,16.08,3.87,0.0,997.0,997.0,0.0,997.0,0.0,0.0,0.0,0.0,0.0,997.0,997.0,50.0,50.0,14528.0,10776.0,57.41,42.59,997.0,997.0,0.0,0.0,0.0,997.0,997.0,0.0,50.0,50.0,0.0,997.0,997.0,0.0,0.0,0.0,714.0,13272.0,2764.0,4.26,79.24,16.5,997.0,487.0,19597.0,17179.0,2.0472,0.0509,204.72,5.09,True,-7.41,7.41,52.6,-52.6,-14.61,5.29,-4.07,17.25,-3.87,-4.26,-29.24,33.5,76.0,13.118421052631579,997,0,0,997,997,0,997,8.3K,9.2K,2.5K,4.8K,2.7K,664,6.4K,0,997,997,0,997,0,0,0,0,0,997,997,14K,10K,997,997,0,0,0,997,997,0,997,997,0,0,0,714,13K,2.7K
"Guainia, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,4800.0,4500.0,51.61,48.39,2400.0,2900.0,1200.0,1000.0,2700.0,23.53,28.43,26.47,11.76,9.8,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,8300.0,3500.0,70.34,29.66,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,4700.0,4500.0,9.8,46.08,44.12,1000.0,1000.0,10000.0,9400.0,1.0000,0.1000,100.00,10.00,True,-20.34,20.34,-1.61,1.61,-3.53,-8.43,-6.47,8.24,10.2,23.53,-12.75,-10.78,1042.0,0.9596928982725528,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,4.8K,4.5K,2.4K,2.9K,1.2K,1.0K,2.7K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,8.3K,3.5K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,4.7K,4.5K
"Guainia, Colombia",State,997.0,332.0,Daily,75.02,24.98,0.0,498.0,0.0,0.0,997.0,0.0,33.31,66.69,0.0,0.0,1540.0,2859.0,35.01,64.99,825.0,1691.0,793.0,997.0,1056.0,15.39,31.54,19.69,14.79,18.59,0.0,997.0,0.0,0.0,997.0,0.0,0.0,0.0,0.0,997.0,499.0,0.0,100.0,0.0,2747.0,2837.0,49.19,50.81,997.0,0.0,332.0,0.0,0.0,664.0,498.0,0.0,57.14,42.86,0.0,997.0,997.0,0.0,498.0,0.0,0.0,2813.0,1734.0,0.0,61.86,38.14,749.0,249.0,4833.0,4655.0,3.0080,0.1550,300.80,15.50,True,50.81,-50.81,40.01,-40.01,-15.39,1.77,46.99,-14.79,-18.59,0.0,-4.72,4.72,1042.0,0.718809980806142,997,332,0,498,0,0,997,1.5K,2.8K,825,1.6K,793,997,1.0K,0,997,0,0,997,0,0,0,0,997,499,0,2.7K,2.8K,997,0,332,0,0,664,498,0,997,997,0,498,0,0,2.8K,1.7K
"Huila, Colombia",State,1500.0,1200.0,Monthly,55.56,44.44,1000.0,1000.0,1000.0,1000.0,1200.0,19.23,19.23,23.08,19.23,19.23,310000.0,320000.0,49.21,50.79,100000.0,190000.0,120000.0,12000.0,220000.0,15.58,29.6,34.27,18.69,1.87,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2400.0,1000.0,70.59,29.41,600000.0,240000.0,71.43,28.57,1300.0,1000.0,1100.0,1000.0,1000.0,1700.0,1000.0,27.03,45.95,27.03,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25000.0,450000.0,170000.0,3.88,69.77,26.36,2700.0,19000.0,650000.0,630000.0,0.1421,0.0042,14.21,0.42,False,-0.84,0.84,6.35,-6.35,3.65,-10.36,-11.19,0.54,17.36,23.15,-23.82,0.67,1530.0,1.7647058823529411,1.5K,1.2K,1.0K,1.0K,1.0K,1.0K,1.2K,310K,320K,100K,190K,120K,12K,220K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.4K,1.0K,600K,240K,1.3K,1.0K,1.1K,1.0K,1.0K,1.7K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,25K,450K,170K
"Huila, Colombia",State,799.0,654.0,Daily,54.99,45.01,498.0,285.0,333.0,997.0,639.0,18.1,10.36,23.22,12.1,36.23,173803.0,190656.0,47.69,52.31,46642.0,109161.0,73809.0,6697.0,139004.0,12.43,29.09,37.04,19.67,1.78,0.0,285.0,0.0,0.0,249.0,997.0,285.0,664.0,997.0,726.0,948.0,817.0,53.71,46.29,348959.0,186053.0,65.22,34.78,278.0,199.0,578.0,832.0,0.0,894.0,444.0,0.0,66.82,33.18,0.0,428.0,249.0,0.0,582.0,499.0,17737.0,292885.0,57810.0,4.81,79.49,15.69,1605.0,8607.0,378039.0,370271.0,0.1865,0.0042,18.65,0.42,False,-11.51,11.51,7.3,-7.3,5.67,-18.73,-13.82,-7.57,34.44,-4.81,-12.68,17.49,1530.0,1.0490196078431373,799,654,498,285,333,997,639,173K,190K,46K,109K,73K,6.6K,139K,0,285,0,0,249,997,285,664,997,726,948,817,348K,186K,278,199,578,832,0,894,444,0,428,249,0,582,499,17K,292K,57K
"La Guajira, Colombia",State,17000.0,17000.0,Monthly,50.0,50.0,4600.0,13000.0,3000.0,1000.0,13000.0,13.29,37.57,37.57,8.67,2.89,140000.0,160000.0,46.67,53.33,55000.0,92000.0,49000.0,4800.0,110000.0,17.7,29.6,35.39,15.77,1.54,2100.0,6600.0,1500.0,1000.0,7000.0,2500.0,6500.0,1500.0,1000.0,6500.0,32000.0,7600.0,80.81,19.19,280000.0,89000.0,75.88,24.12,16000.0,3400.0,16000.0,4200.0,1000.0,19000.0,14000.0,2.94,55.88,41.18,1000.0,9200.0,7800.0,1000.0,10000.0,6500.0,11000.0,210000.0,89000.0,3.55,67.74,28.71,34000.0,44000.0,350000.0,300000.0,0.7727,0.0971,77.27,9.71,False,4.93,-4.93,3.33,-3.33,-4.4,7.97,2.18,-7.1,1.35,-0.61,-11.86,12.47,74874.0,0.4540962149744905,17K,17K,4.6K,13K,3.0K,1.0K,13K,140K,160K,55K,92K,49K,4.8K,110K,2.1K,6.6K,1.5K,1.0K,7.0K,2.5K,6.5K,1.5K,1.0K,6.5K,32K,7.6K,280K,89K,16K,3.4K,16K,4.2K,1.0K,19K,14K,1.0K,9.2K,7.8K,1.0K,10K,6.5K,11K,210K,89K
"La Guajira, Colombia",State,7055.0,8612.0,Daily,45.03,54.97,1475.0,4783.0,1768.0,0.0,6399.0,10.23,33.16,44.36,12.26,0.0,62062.0,80541.0,43.52,56.48,19297.0,41924.0,28267.0,2379.0,57910.0,12.88,27.99,38.66,18.87,1.59,557.0,1946.0,556.0,0.0,2603.0,1211.0,2250.0,999.0,498.0,3713.0,13376.0,5616.0,70.43,29.57,129985.0,62875.0,67.4,32.6,6518.0,1735.0,7199.0,2910.0,532.0,9821.0,5220.0,3.42,63.06,33.52,664.0,4639.0,2397.0,997.0,5749.0,2024.0,6777.0,117979.0,21011.0,4.65,80.94,14.41,14875.0,20106.0,164763.0,145879.0,0.7398,0.0903,73.98,9.03,False,3.03,-3.03,1.51,-1.51,-2.66,5.17,5.7,-6.62,-1.59,-1.23,-17.87,19.11,74874.0,0.1986670940513396,7.0K,8.6K,1.4K,4.7K,1.7K,0,6.3K,62K,80K,19K,41K,28K,2.3K,57K,557,1.9K,556,0,2.6K,1.2K,2.2K,999,498,3.7K,13K,5.6K,129K,62K,6.5K,1.7K,7.1K,2.9K,532,9.8K,5.2K,664,4.6K,2.3K,997,5.7K,2.0K,6.7K,117K,21K
"Magdalena, Colombia",State,28000.0,25000.0,Monthly,52.83,47.17,5600.0,19000.0,6000.0,1000.0,24000.0,10.07,34.17,43.17,10.79,1.8,410000.0,450000.0,47.67,52.33,130000.0,260000.0,170000.0,18000.0,310000.0,14.64,29.28,34.91,19.14,2.03,2600.0,10000.0,3000.0,1000.0,13000.0,2900.0,9100.0,3000.0,1000.0,11000.0,47000.0,18000.0,72.31,27.69,740000.0,350000.0,67.89,32.11,25000.0,8900.0,22000.0,9300.0,1000.0,33000.0,21000.0,1.82,60.0,38.18,1000.0,17000.0,12000.0,1000.0,17000.0,8600.0,34000.0,610000.0,230000.0,3.89,69.79,26.32,54000.0,83000.0,940000.0,850000.0,0.6506,0.0574,65.06,5.74,False,4.42,-4.42,5.16,-5.16,-4.57,4.89,8.26,-8.35,-0.23,-2.07,-9.79,11.87,30688.0,1.759645464025026,28K,25K,5.6K,19K,6.0K,1.0K,24K,410K,450K,130K,260K,170K,18K,310K,2.6K,10K,3.0K,1.0K,13K,2.9K,9.1K,3.0K,1.0K,11K,47K,18K,740K,350K,25K,8.9K,22K,9.3K,1.0K,33K,21K,1.0K,17K,12K,1.0K,17K,8.6K,34K,610K,230K
"Magdalena, Colombia",State,14227.0,12525.0,Daily,53.18,46.82,2613.0,9495.0,3425.0,666.0,12315.0,9.16,33.3,43.19,12.01,2.34,206440.0,252455.0,44.99,55.01,46946.0,134923.0,91623.0,7636.0,185344.0,10.06,28.92,39.73,19.64,1.64,1017.0,4979.0,962.0,997.0,7263.0,1170.0,4497.0,1999.0,664.0,5126.0,23901.0,13629.0,63.69,36.31,369802.0,262466.0,58.49,41.51,12727.0,6364.0,10489.0,6963.0,545.0,19619.0,8354.0,1.91,68.8,29.29,249.0,10612.0,5054.0,666.0,9987.0,2659.0,24267.0,367626.0,71580.0,5.24,79.32,15.44,27259.0,40411.0,488548.0,455373.0,0.6745,0.0558,67.45,5.58,False,5.2,-5.2,8.19,-8.19,-0.9,4.38,3.46,-7.63,0.7,-3.32,-10.52,13.85,30688.0,0.8882625130344108,14K,12K,2.6K,9.4K,3.4K,666,12K,206K,252K,46K,134K,91K,7.6K,185K,1.0K,4.9K,962,997,7.2K,1.1K,4.4K,1.9K,664,5.1K,23K,13K,369K,262K,12K,6.3K,10K,6.9K,545,19K,8.3K,249,10K,5.0K,666,9.9K,2.6K,24K,367K,71K
"Meta, Colombia",State,3000.0,3100.0,Monthly,49.18,50.82,1000.0,2200.0,1000.0,1000.0,2700.0,12.66,27.85,34.18,12.66,12.66,300000.0,310000.0,49.18,50.82,77000.0,170000.0,130000.0,12000.0,230000.0,12.44,27.46,37.16,21.0,1.94,1000.0,1000.0,1000.0,1000.0,1400.0,1000.0,1200.0,1000.0,1000.0,1300.0,5200.0,2400.0,68.42,31.58,570000.0,270000.0,67.86,32.14,2600.0,1100.0,2600.0,1300.0,1000.0,3900.0,2000.0,14.49,56.52,28.99,1000.0,1800.0,1100.0,1000.0,2100.0,1000.0,38000.0,430000.0,150000.0,6.15,69.58,24.27,6100.0,25000.0,640000.0,620000.0,0.2440,0.0095,24.40,0.95,False,0.56,-0.56,0.0,0.0,0.22,0.38,-2.98,-8.34,10.72,8.34,-13.06,4.71,3092.0,1.9728331177231566,3.0K,3.1K,1.0K,2.2K,1.0K,1.0K,2.7K,300K,310K,77K,170K,130K,12K,230K,1.0K,1.0K,1.0K,1.0K,1.4K,1.0K,1.2K,1.0K,1.0K,1.3K,5.2K,2.4K,570K,270K,2.6K,1.1K,2.6K,1.3K,1.0K,3.9K,2.0K,1.0K,1.8K,1.1K,1.0K,2.1K,1.0K,38K,430K,150K
"Meta, Colombia",State,1332.0,1984.0,Daily,40.17,59.83,664.0,1324.0,666.0,0.0,1619.0,15.54,30.99,37.89,15.59,0.0,171592.0,198307.0,46.39,53.61,39467.0,101980.0,78296.0,5611.0,149316.0,10.53,27.22,39.85,20.9,1.5,0.0,624.0,799.0,0.0,582.0,664.0,712.0,499.0,0.0,917.0,2961.0,1563.0,65.45,34.55,344279.0,209426.0,62.18,37.82,1247.0,560.0,1783.0,1085.0,997.0,2274.0,1022.0,23.22,52.97,23.81,997.0,1002.0,549.0,997.0,1351.0,666.0,28019.0,296857.0,51579.0,7.44,78.86,13.7,3550.0,13255.0,393215.0,374479.0,0.2678,0.0090,26.78,0.90,False,3.27,-3.27,-6.22,6.22,5.01,3.77,-1.96,-5.31,-1.5,15.78,-25.89,10.1,3092.0,1.148124191461837,1.3K,1.9K,664,1.3K,666,0,1.6K,171K,198K,39K,101K,78K,5.6K,149K,0,624,799,0,582,664,712,499,0,917,2.9K,1.5K,344K,209K,1.2K,560,1.7K,1.0K,997,2.2K,1.0K,997,1.0K,549,997,1.3K,666,28K,296K,51K
"Narino, Colombia",State,1300.0,1200.0,Monthly,52.0,48.0,1000.0,1000.0,1000.0,1000.0,1200.0,19.23,19.23,23.08,19.23,19.23,340000.0,340000.0,50.0,50.0,120000.0,210000.0,110000.0,12000.0,250000.0,17.09,29.91,35.61,15.67,1.71,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2200.0,1000.0,68.75,31.25,650000.0,210000.0,75.58,24.42,1200.0,1000.0,1000.0,1000.0,1000.0,1600.0,1000.0,27.78,44.44,27.78,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18000.0,480000.0,190000.0,2.62,69.77,27.62,2500.0,26000.0,710000.0,680000.0,0.0962,0.0035,9.62,0.35,False,-6.83,6.83,2.0,-2.0,2.14,-10.68,-12.54,3.56,17.52,25.16,-25.32,0.16,1045.0,2.3923444976076556,1.3K,1.2K,1.0K,1.0K,1.0K,1.0K,1.2K,340K,340K,120K,210K,110K,12K,250K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.2K,1.0K,650K,210K,1.2K,1.0K,1.0K,1.0K,1.0K,1.6K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,18K,480K,190K
"Narino, Colombia",State,746.0,599.0,Daily,55.46,44.54,0.0,1040.0,0.0,0.0,508.0,0.0,67.18,32.82,0.0,0.0,170885.0,182778.0,48.32,51.68,47696.0,104122.0,58516.0,4928.0,141337.0,13.38,29.2,39.63,16.41,1.38,0.0,997.0,0.0,0.0,403.0,0.0,997.0,0.0,0.0,499.0,1066.0,833.0,56.13,43.87,325692.0,152753.0,68.07,31.93,611.0,799.0,374.0,498.0,0.0,1124.0,499.0,0.0,69.25,30.75,0.0,666.0,399.0,0.0,714.0,498.0,12387.0,289383.0,55432.0,3.47,81.01,15.52,1277.0,11777.0,369767.0,346527.0,0.1084,0.0035,10.84,0.35,False,-11.94,11.94,7.15,-7.15,-13.38,37.98,-6.82,-16.41,-1.38,-3.47,-11.76,15.23,1045.0,1.2220095693779904,746,599,0,1.0K,0,0,508,170K,182K,47K,104K,58K,4.9K,141K,0,997,0,0,403,0,997,0,0,499,1.0K,833,325K,152K,611,799,374,498,0,1.1K,499,0,666,399,0,714,498,12K,289K,55K
"Norte de Santander, Colombia",State,40000.0,37000.0,Monthly,51.95,48.05,7700.0,28000.0,10000.0,1000.0,32000.0,9.78,35.58,40.66,12.71,1.27,390000.0,420000.0,48.15,51.85,110000.0,240000.0,160000.0,17000.0,300000.0,13.3,29.02,36.28,19.35,2.06,3500.0,15000.0,4800.0,1000.0,17000.0,4200.0,13000.0,5100.0,1000.0,15000.0,75000.0,20000.0,78.95,21.05,770000.0,290000.0,72.64,27.36,39000.0,9400.0,36000.0,10000.0,2100.0,49000.0,27000.0,2.69,62.74,34.57,1000.0,24000.0,16000.0,1000.0,25000.0,11000.0,39000.0,560000.0,220000.0,4.76,68.38,26.86,78000.0,110000.0,910000.0,800000.0,0.7091,0.0857,70.91,8.57,False,6.31,-6.31,3.8,-3.8,-3.52,6.56,4.39,-6.64,-0.78,-2.07,-5.64,7.71,82286.0,0.9479133753007802,40K,37K,7.7K,28K,10K,1.0K,32K,390K,420K,110K,240K,160K,17K,300K,3.5K,15K,4.8K,1.0K,17K,4.2K,13K,5.1K,1.0K,15K,75K,20K,770K,290K,39K,9.4K,36K,10K,2.1K,49K,27K,1.0K,24K,16K,1.0K,25K,11K,39K,560K,220K
"Norte de Santander, Colombia",State,21019.0,20324.0,Daily,50.84,49.16,3811.0,14311.0,5902.0,407.0,18513.0,8.87,33.32,43.11,13.74,0.95,206308.0,258401.0,44.4,55.6,51491.0,138941.0,93191.0,9560.0,190079.0,10.65,28.75,39.33,19.28,1.98,1088.0,6875.0,2732.0,0.0,9321.0,2697.0,7064.0,3120.0,666.0,9394.0,41584.0,14564.0,74.06,25.94,437770.0,211985.0,67.37,32.63,19547.0,5946.0,18643.0,6082.0,1230.0,31149.0,10968.0,2.84,71.86,25.3,562.0,13994.0,6496.0,444.0,16155.0,4622.0,26523.0,371391.0,77603.0,5.58,78.1,16.32,42110.0,60790.0,516879.0,461226.0,0.6927,0.0815,69.27,8.15,False,6.69,-6.69,6.45,-6.45,-1.78,4.57,3.78,-5.54,-1.03,-2.74,-6.24,8.98,82286.0,0.5117516953066135,21K,20K,3.8K,14K,5.9K,407,18K,206K,258K,51K,138K,93K,9.5K,190K,1.0K,6.8K,2.7K,0,9.3K,2.6K,7.0K,3.1K,666,9.3K,41K,14K,437K,211K,19K,5.9K,18K,6.0K,1.2K,31K,10K,562,13K,6.4K,444,16K,4.6K,26K,371K,77K
"Putumayo, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,67000.0,68000.0,49.63,50.37,28000.0,41000.0,20000.0,1700.0,46000.0,20.48,29.99,33.65,14.63,1.24,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,130000.0,47000.0,73.45,26.55,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2600.0,94000.0,41000.0,1.89,68.31,29.8,1000.0,5400.0,140000.0,140000.0,0.1852,0.0071,18.52,0.71,True,-23.45,23.45,0.37,-0.37,-0.48,-9.99,-13.65,5.37,18.76,31.44,-34.98,3.54,890.0,1.1235955056179776,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,67K,68K,28K,41K,20K,1.7K,46K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,130K,47K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.6K,94K,41K
"Putumayo, Colombia",State,399.0,666.0,Daily,37.46,62.54,0.0,333.0,0.0,0.0,749.0,0.0,30.78,69.22,0.0,0.0,32745.0,37789.0,46.42,53.58,11142.0,20158.0,12226.0,999.0,27067.0,15.56,28.16,37.81,17.08,1.4,0.0,498.0,0.0,0.0,997.0,0.0,997.0,0.0,0.0,498.0,571.0,666.0,46.16,53.84,66748.0,33818.0,66.37,33.63,499.0,997.0,999.0,664.0,0.0,999.0,332.0,0.0,75.06,24.94,0.0,997.0,498.0,0.0,997.0,0.0,2321.0,59217.0,11748.0,3.17,80.8,16.03,571.0,2791.0,71031.0,69276.0,0.2046,0.0080,20.46,0.80,True,-20.21,20.21,-8.96,8.96,-15.56,2.62,31.42,-17.08,-1.4,-3.17,-5.75,8.91,890.0,0.6415730337078651,399,666,0,333,0,0,749,32K,37K,11K,20K,12K,999,27K,0,498,0,0,997,0,997,0,0,498,571,666,66K,33K,499,997,999,664,0,999,332,0,997,498,0,997,0,2.3K,59K,11K
"Quindio, Colombia",State,1800.0,1800.0,Monthly,50.0,50.0,1000.0,1100.0,1000.0,1000.0,1600.0,17.54,19.3,28.07,17.54,17.54,170000.0,190000.0,47.22,52.78,39000.0,98000.0,99000.0,13000.0,120000.0,10.57,26.56,32.52,26.83,3.52,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,3300.0,1500.0,68.75,31.25,340000.0,150000.0,69.39,30.61,1700.0,1000.0,1600.0,1000.0,1000.0,2400.0,1100.0,22.22,53.33,24.44,1000.0,1200.0,1000.0,1000.0,1300.0,1000.0,25000.0,260000.0,84000.0,6.78,70.46,22.76,3600.0,13000.0,380000.0,370000.0,0.2769,0.0095,27.69,0.95,False,-0.64,0.64,2.78,-2.78,6.97,-7.26,-4.45,-9.29,14.02,15.45,-17.13,1.68,1171.0,3.0742954739538857,1.8K,1.8K,1.0K,1.1K,1.0K,1.0K,1.6K,170K,190K,39K,98K,99K,13K,120K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,3.3K,1.5K,340K,150K,1.7K,1.0K,1.6K,1.0K,1.0K,2.4K,1.1K,1.0K,1.2K,1.0K,1.0K,1.3K,1.0K,25K,260K,84K
"Quindio, Colombia",State,1374.0,1142.0,Daily,54.61,45.39,664.0,989.0,832.0,0.0,984.0,19.14,28.51,28.37,23.98,0.0,99284.0,126666.0,43.94,56.06,20696.0,57964.0,59863.0,6681.0,78277.0,9.26,25.94,35.03,26.79,2.99,0.0,832.0,666.0,0.0,333.0,664.0,998.0,997.0,0.0,499.0,2346.0,1014.0,69.82,30.18,207322.0,114351.0,64.45,35.55,1243.0,499.0,1215.0,717.0,498.0,1475.0,802.0,17.95,53.15,28.9,498.0,899.0,599.0,0.0,866.0,498.0,17294.0,187815.0,29491.0,7.37,80.06,12.57,2752.0,7015.0,232635.0,234035.0,0.3923,0.0118,39.23,1.18,False,5.37,-5.37,10.67,-10.67,9.88,2.57,-6.66,-2.8,-2.99,10.57,-26.9,16.33,1171.0,2.350128095644748,1.3K,1.1K,664,989,832,0,984,99K,126K,20K,57K,59K,6.6K,78K,0,832,666,0,333,664,998,997,0,499,2.3K,1.0K,207K,114K,1.2K,499,1.2K,717,498,1.4K,802,498,899,599,0,866,498,17K,187K,29K
