,access_device,ages_ranges,all_fields,behavior,citizenship,dau_audience,demographics,family_statuses,genders,geo_locations,household_composition,interests,languages,mau_audience,name,relationship_statuses,response,scholarities,targeting,timestamp,publisher_platforms,mock_response
86,"{u'not': [6054947014783, 6016925404783, 6014809859183, 6016925643983, 6004386303972, 6011191259183, 6017831572183, 6013017211983, 6014808618583, 6011191254383, 6004383808772, 6010095777183, 6004883585572, 6007481031783, 6010095794383, 6013016790183, 6004383767972, 6004383941372, 6016925657183, 6043522870783, 6031259590183, 6011244510983, 6018995113183, 6043523344783, 6017831560783, 6013279353983, 6042330550783, 6019098214783, 6011244513583, 6026660740983, 6004383806772, 6031259562783, 6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Other Devices'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'not': [6054947014783, 6016925404783, 6014809859183, 6016925643983, 6004386303972, 6011191259183, 6017831572183, 6013017211983, 6014808618583, 6011191254383, 6004383808772, 6010095777183, 6004883585572, 6007481031783, 6010095794383, 6013016790183, 6004383767972, 6004383941372, 6016925657183, 6043522870783, 6031259590183, 6011244510983, 6018995113183, 6043523344783, 6017831560783, 6013279353983, 6042330550783, 6019098214783, 6011244513583, 6026660740983, 6004383806772, 6031259562783, 6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Other Devices'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",6013243,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,9300000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":6013243,""estimate_mau"":9300000,""estimate_ready"":true}]}",,"{'flexible_spec': [], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}, {'id': 6054947014783}, {'id': 6016925404783}, {'id': 6014809859183}, {'id': 6016925643983}, {'id': 6004386303972}, {'id': 6011191259183}, {'id': 6017831572183}, {'id': 6013017211983}, {'id': 6014808618583}, {'id': 6011191254383}, {'id': 6004383808772}, {'id': 6010095777183}, {'id': 6004883585572}, {'id': 6007481031783}, {'id': 6010095794383}, {'id': 6013016790183}, {'id': 6004383767972}, {'id': 6004383941372}, {'id': 6016925657183}, {'id': 6043522870783}, {'id': 6031259590183}, {'id': 6011244510983}, {'id': 6018995113183}, {'id': 6043523344783}, {'id': 6017831560783}, {'id': 6013279353983}, {'id': 6042330550783}, {'id': 6019098214783}, {'id': 6011244513583}, {'id': 6026660740983}, {'id': 6004383806772}, {'id': 6031259562783}, {'id': 6092512462983}, {'id': 6092512412783}, {'id': 6092512424583}, {'id': 6083036245383}, {'id': 6060616598183}, {'id': 6075237226583}, {'id': 6060616578383}, {'id': 6075237200983}, {'id': 6106223987983}, {'id': 6106224431383}]}}",1542639955,"[""facebook""]",False
87,"{u'not': [6054947014783, 6016925404783, 6014809859183, 6016925643983, 6004386303972, 6011191259183, 6017831572183, 6013017211983, 6014808618583, 6011191254383, 6004383808772, 6010095777183, 6004883585572, 6007481031783, 6010095794383, 6013016790183, 6004383767972, 6004383941372, 6016925657183, 6043522870783, 6031259590183, 6011244510983, 6018995113183, 6043523344783, 6017831560783, 6013279353983, 6042330550783, 6019098214783, 6011244513583, 6026660740983, 6004383806772, 6031259562783, 6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Other Devices'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'not': [6054947014783, 6016925404783, 6014809859183, 6016925643983, 6004386303972, 6011191259183, 6017831572183, 6013017211983, 6014808618583, 6011191254383, 6004383808772, 6010095777183, 6004883585572, 6007481031783, 6010095794383, 6013016790183, 6004383767972, 6004383941372, 6016925657183, 6043522870783, 6031259590183, 6011244510983, 6018995113183, 6043523344783, 6017831560783, 6013279353983, 6042330550783, 6019098214783, 6011244513583, 6026660740983, 6004383806772, 6031259562783, 6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Other Devices'}), (u'citizenship', None))",,,0,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,11000000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":0,""estimate_mau"":11000000,""estimate_ready"":true}]}",,"{'flexible_spec': [], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6054947014783}, {'id': 6016925404783}, {'id': 6014809859183}, {'id': 6016925643983}, {'id': 6004386303972}, {'id': 6011191259183}, {'id': 6017831572183}, {'id': 6013017211983}, {'id': 6014808618583}, {'id': 6011191254383}, {'id': 6004383808772}, {'id': 6010095777183}, {'id': 6004883585572}, {'id': 6007481031783}, {'id': 6010095794383}, {'id': 6013016790183}, {'id': 6004383767972}, {'id': 6004383941372}, {'id': 6016925657183}, {'id': 6043522870783}, {'id': 6031259590183}, {'id': 6011244510983}, {'id': 6018995113183}, {'id': 6043523344783}, {'id': 6017831560783}, {'id': 6013279353983}, {'id': 6042330550783}, {'id': 6019098214783}, {'id': 6011244513583}, {'id': 6026660740983}, {'id': 6004383806772}, {'id': 6031259562783}, {'id': 6092512462983}, {'id': 6092512412783}, {'id': 6092512424583}, {'id': 6083036245383}, {'id': 6060616598183}, {'id': 6075237226583}, {'id': 6060616578383}, {'id': 6075237200983}, {'id': 6106223987983}, {'id': 6106224431383}]}}",1542639955,"[""facebook""]",False
88,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",631,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,1100,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":631,""estimate_mau"":1100,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
89,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",3755,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,5900,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":3755,""estimate_mau"":5900,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
90,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",17584,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,24000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":17584,""estimate_mau"":24000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
91,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', None))",,,21729,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,30000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":21729,""estimate_mau"":30000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
92,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",25892,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,38000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":25892,""estimate_mau"":38000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
93,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",174231,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,270000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":174231,""estimate_mau"":270000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
94,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",1292858,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,1800000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":1292858,""estimate_mau"":1800000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
95,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', None))",,,0,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,2000000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":0,""estimate_mau"":2000000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
96,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",134732,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,200000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":134732,""estimate_mau"":200000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
97,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",755296,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,1100000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":755296,""estimate_mau"":1100000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
98,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",6128749,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,8500000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":6128749,""estimate_mau"":8500000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
99,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', None))",,,0,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,9600000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":0,""estimate_mau"":9600000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
100,"{u'or': [6015235495383], u'name': u'Wifi'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6015235495383], u'name': u'Wifi'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",76909,,,0,"{u'values': [u'CL'], u'name': u'countries', u'location_types': [u'home', u'recent']}",,,,110000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":76909,""estimate_mau"":110000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6015235495383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {'location_types': [u'home', u'recent'], u'countries': [u'CL']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
